a,b,K,seed_call_idx,product_full,product_rounded
104,-10,4,899,-1040,-1040
24,-80,4,900,-1920,-1920
52,-40,4,901,-2080,-2080
-22,-10,4,902,220,208
104,-7,4,903,-728,-720
76,-8,4,904,-608,-608
88,-13,4,905,-1144,-1136
-43,65,4,906,-2795,-2800
-115,-115,4,907,13225,13216
-30,-115,4,908,3450,3440
9,113,4,909,1017,1024
112,94,4,910,10528,10528
120,-67,4,911,-8040,-8032
68,100,4,912,6800,6800
22,-43,4,913,-946,-944
-67,126,4,914,-8442,-8432
33,55,4,915,1815,1808
99,-84,4,916,-8316,-8320
22,123,4,917,2706,2704
-12,125,4,918,-1500,-1504
44,66,4,919,2904,2896
19,-78,4,920,-1482,-1488
-42,-84,4,921,3528,3520
8,19,4,922,152,160
-66,-61,4,923,4026,4032
20,-74,4,924,-1480,-1488
22,56,4,925,1232,1232
92,31,4,926,2852,2848
63,-53,4,927,-3339,-3344
-99,-63,4,928,6237,6240
-42,57,4,929,-2394,-2384
-104,-16,4,930,1664,1664
39,109,4,931,4251,4256
-120,45,4,932,-5400,-5392
-64,-86,4,933,5504,5504
37,0,4,934,0,0
99,-52,4,935,-5148,-5152
38,106,4,936,4028,4032
-5,76,4,937,-380,-384
-106,119,4,938,-12614,-12608
41,-68,4,939,-2788,-2784
-88,76,4,940,-6688,-6688
93,103,4,941,9579,9568
-51,65,4,942,-3315,-3312
-39,85,4,943,-3315,-3328
-86,45,4,944,-3870,-3872
-37,-47,4,945,1739,1744
77,123,4,946,9471,9456
-105,70,4,947,-7350,-7344
-50,112,4,948,-5600,-5600
54,40,4,949,2160,2160
-52,-71,4,950,3692,3696
-11,122,4,951,-1342,-1344
7,-16,4,952,-112,-112
16,23,4,953,368,368
-37,-19,4,954,703,704
-13,-58,4,955,754,752
86,-74,4,956,-6364,-6368
13,-44,4,957,-572,-576
51,-113,4,958,-5763,-5760
-99,-14,4,959,1386,1392
83,-55,4,960,-4565,-4576
79,-115,4,961,-9085,-9088
80,56,4,962,4480,4480
63,-37,4,963,-2331,-2336
-70,127,4,964,-8890,-8896
-12,60,4,965,-720,-720
33,-124,4,966,-4092,-4096
85,64,4,967,5440,5440
27,-55,4,968,-1485,-1472
36,-105,4,969,-3780,-3776
-83,-126,4,970,10458,10464
68,-128,4,971,-8704,-8704
26,-77,4,972,-2002,-2000
105,-25,4,973,-2625,-2624
0,-93,4,974,0,0
69,-21,4,975,-1449,-1440
68,30,4,976,2040,2048
103,-78,4,977,-8034,-8032
112,111,4,978,12432,12432
-79,37,4,979,-2923,-2928
61,-19,4,980,-1159,-1152
-48,118,4,981,-5664,-5664
-8,61,4,982,-488,-480
-101,62,4,983,-6262,-6256
-57,112,4,984,-6384,-6384
51,107,4,985,5457,5456
50,-124,4,986,-6200,-6208
-96,81,4,987,-7776,-7776
52,-123,4,988,-6396,-6400
70,110,4,989,7700,7696
101,33,4,990,3333,3328
-40,49,4,991,-1960,-1968
-74,-41,4,992,3034,3024
74,6,4,993,444,448
83,-114,4,994,-9462,-9456
-6,122,4,995,-732,-736
103,-37,4,996,-3811,-3808
-102,-116,4,997,11832,11824
-4,118,4,998,-472,-464
99,8,4,999,792,784
15,76,4,1000,1140,1136
57,-17,4,1001,-969,-960
92,-101,4,1002,-9292,-9296
-90,-64,4,1003,5760,5760
2,99,4,1004,198,192
-120,-93,4,1005,11160,11168
20,93,4,1006,1860,1856
-69,-78,4,1007,5382,5376
81,126,4,1008,10206,10208
-34,-64,4,1009,2176,2176
37,5,4,1010,185,192
59,94,4,1011,5546,5536
43,108,4,1012,4644,4640
-111,81,4,1013,-8991,-8992
66,107,4,1014,7062,7072
16,105,4,1015,1680,1680
-105,104,4,1016,-10920,-10928
-124,-34,4,1017,4216,4224
44,-4,4,1018,-176,-176
74,-110,4,1019,-8140,-8144
11,-50,4,1020,-550,-560
-84,-101,4,1021,8484,8480
52,98,4,1022,5096,5088
-100,-60,4,1023,6000,6000
-116,36,5,1024,-4176,-4192
65,117,5,1025,7605,7584
124,96,5,1026,11904,11904
-101,84,5,1027,-8484,-8512
-5,81,5,1028,-405,-416
29,85,5,1029,2465,2464
-51,54,5,1030,-2754,-2752
115,50,5,1031,5750,5760
-124,126,5,1032,-15624,-15616
-58,-115,5,1033,6670,6688
-20,-18,5,1034,360,352
-54,-60,5,1035,3240,3232
36,-112,5,1036,-4032,-4032
-44,35,5,1037,-1540,-1536
53,35,5,1038,1855,1856
-72,-46,5,1039,3312,3328
-126,-18,5,1040,2268,2272
-27,55,5,1041,-1485,-1504
-35,55,5,1042,-1925,-1920
-109,-122,5,1043,13298,13280
114,-124,5,1044,-14136,-14144
-64,37,5,1045,-2368,-2368
31,30,5,1046,930,928
39,116,5,1047,4524,4512
112,57,5,1048,6384,6368
-56,-54,5,1049,3024,3040
-35,120,5,1050,-4200,-4192
-80,9,5,1051,-720,-704
85,-28,5,1052,-2380,-2400
45,-110,5,1053,-4950,-4928
-69,-42,5,1054,2898,2912
-58,15,5,1055,-870,-864
74,30,5,1056,2220,2208
113,2,5,1057,226,224
-115,-75,5,1058,8625,8640
116,-16,5,1059,-1856,-1856
75,110,5,1060,8250,8256
-64,86,5,1061,-5504,-5504
-21,23,5,1062,-483,-480
-29,42,5,1063,-1218,-1216
17,53,5,1064,901,896
89,-19,5,1065,-1691,-1664
52,74,5,1066,3848,3840
-95,-36,5,1067,3420,3392
83,-21,5,1068,-1743,-1760
-67,-38,5,1069,2546,2560
106,-2,5,1070,-212,-192
-30,-52,5,1071,1560,1536
-99,0,5,1072,0,0
44,-76,5,1073,-3344,-3360
-73,35,5,1074,-2555,-2560
113,-74,5,1075,-8362,-8352
6,80,5,1076,480,480
-28,-8,5,1077,224,224
31,-89,5,1078,-2759,-2752
-97,87,5,1079,-8439,-8448
108,-23,5,1080,-2484,-2464
55,52,5,1081,2860,2848
84,75,5,1082,6300,6304
-101,100,5,1083,-10100,-10080
-49,115,5,1084,-5635,-5632
-26,-86,5,1085,2236,2240
27,30,5,1086,810,832
32,-76,5,1087,-2432,-2432
15,-114,5,1088,-1710,-1728
46,-74,5,1089,-3404,-3392
11,65,5,1090,715,704
74,-71,5,1091,-5254,-5248
-119,-69,5,1092,8211,8224
-113,57,5,1093,-6441,-6432
117,-94,5,1094,-10998,-10976
21,-38,5,1095,-798,-800
-44,-12,5,1096,528,544
25,-68,5,1097,-1700,-1728
48,-20,5,1098,-960,-960
-39,-1,5,1099,39,32
-121,123,5,1100,-14883,-14880
125,48,5,1101,6000,5984
95,-94,5,1102,-8930,-8928
109,-82,5,1103,-8938,-8928
-101,84,5,1104,-8484,-8480
-4,-79,5,1105,316,320
-112,107,5,1106,-11984,-12000
-84,-89,5,1107,7476,7456
-39,-17,5,1108,663,672
97,-4,5,1109,-388,-384
113,-48,5,1110,-5424,-5440
-10,108,5,1111,-1080,-1088
14,50,5,1112,700,704
51,30,5,1113,1530,1536
125,-7,5,1114,-875,-864
-114,124,5,1115,-14136,-14112
82,120,5,1116,9840,9824
-43,-44,5,1117,1892,1888
119,72,5,1118,8568,8576
64,35,5,1119,2240,2240
34,-45,5,1120,-1530,-1536
-40,57,5,1121,-2280,-2304
93,-3,5,1122,-279,-288
73,104,5,1123,7592,7584
1,127,5,1124,127,128
-74,110,5,1125,-8140,-8128
-57,122,5,1126,-6954,-6944
-71,124,5,1127,-8804,-8800
66,123,5,1128,8118,8128
69,-101,5,1129,-6969,-6976
43,57,5,1130,2451,2464
-22,-117,5,1131,2574,2560
-110,34,5,1132,-3740,-3744
10,8,5,1133,80,96
-92,-69,5,1134,6348,6336
-126,71,5,1135,-8946,-8960
-80,-58,5,1136,4640,4640
-33,11,5,1137,-363,-384
-126,22,5,1138,-2772,-2784
-119,31,5,1139,-3689,-3680
-107,-123,5,1140,13161,13184
-107,-73,5,1141,7811,7808
76,-115,5,1142,-8740,-8736
-54,-87,5,1143,4698,4704
33,24,5,1144,792,800
-105,-60,5,1145,6300,6304
-85,116,5,1146,-9860,-9856
-12,-46,5,1147,552,576
123,-44,5,1148,-5412,-5408
57,40,5,1149,2280,2272
126,84,5,1150,10584,10560
-33,-46,5,1151,1518,1504
-27,81,5,1152,-2187,-2176
17,80,5,1153,1360,1376
-52,80,5,1154,-4160,-4160
-9,-29,5,1155,261,288
-82,-115,5,1156,9430,9440
61,-115,5,1157,-7015,-7008
-3,-78,5,1158,234,256
70,100,5,1159,7000,7008
113,21,5,1160,2373,2368
36,-40,5,1161,-1440,-1440
-59,71,5,1162,-4189,-4192
29,-55,5,1163,-1595,-1600
-106,-12,5,1164,1272,1280
-95,-78,5,1165,7410,7424
-116,25,5,1166,-2900,-2912
-83,-13,5,1167,1079,1088
-30,-31,5,1168,930,928
-65,-126,5,1169,8190,8192
2,-8,5,1170,-16,-32
-31,53,5,1171,-1643,-1632
0,-57,5,1172,0,0
-45,-91,5,1173,4095,4096
124,-104,5,1174,-12896,-12896
23,112,5,1175,2576,2592
48,-44,5,1176,-2112,-2112
54,8,5,1177,432,416
34,73,5,1178,2482,2496
-88,-58,5,1179,5104,5120
88,86,5,1180,7568,7552
-10,-62,5,1181,620,608
54,-81,5,1182,-4374,-4384
41,77,5,1183,3157,3136
2,-82,5,1184,-164,-160
106,8,5,1185,848,832
79,20,5,1186,1580,1600
26,-111,5,1187,-2886,-2912
34,109,5,1188,3706,3712
-14,-94,5,1189,1316,1312
113,18,5,1190,2034,2048
-86,-68,5,1191,5848,5856
-4,-41,5,1192,164,160
79,33,5,1193,2607,2592
35,86,5,1194,3010,3008
-122,-35,5,1195,4270,4256
-70,-115,5,1196,8050,8064
-84,-21,5,1197,1764,1760
-1,-34,5,1198,34,32
-65,-98,5,1199,6370,6368
105,5,5,1200,525,512
-41,-121,5,1201,4961,4960
3,73,5,1202,219,224
3,-91,5,1203,-273,-288
66,-71,5,1204,-4686,-4672
51,74,5,1205,3774,3744
70,-91,5,1206,-6370,-6368
56,42,5,1207,2352,2368
99,-52,5,1208,-5148,-5152
20,-52,5,1209,-1040,-1024
55,-110,5,1210,-6050,-6048
-1,9,5,1211,-9,0
-116,46,5,1212,-5336,-5312
-79,-36,5,1213,2844,2848
21,78,5,1214,1638,1664
124,-91,5,1215,-11284,-11264
60,-92,5,1216,-5520,-5536
70,5,5,1217,350,352
106,66,5,1218,6996,7008
98,-36,5,1219,-3528,-3520
50,-17,5,1220,-850,-832
-119,-64,5,1221,7616,7616
-84,116,5,1222,-9744,-9760
-65,59,5,1223,-3835,-3840
23,-86,5,1224,-1978,-1984
-43,-31,5,1225,1333,1344
65,24,5,1226,1560,1536
-98,125,5,1227,-12250,-12256
-25,28,5,1228,-700,-704
62,-110,5,1229,-6820,-6848
-116,37,5,1230,-4292,-4288
7,97,5,1231,679,672
-3,-25,5,1232,75,96
41,71,5,1233,2911,2912
-67,86,5,1234,-5762,-5760
69,-123,5,1235,-8487,-8480
118,-86,5,1236,-10148,-10144
32,-68,5,1237,-2176,-2176
108,-45,5,1238,-4860,-4864
41,39,5,1239,1599,1600
49,93,5,1240,4557,4544
-47,2,5,1241,-94,-96
13,-81,5,1242,-1053,-1024
80,-52,5,1243,-4160,-4160
-22,-6,5,1244,132,128
5,-90,5,1245,-450,-448
19,-3,5,1246,-57,-32
81,86,5,1247,6966,6944
84,127,5,1248,10668,10688
111,1,5,1249,111,128
81,-52,5,1250,-4212,-4192
-44,-20,5,1251,880,896
-75,-44,5,1252,3300,3328
-74,-27,5,1253,1998,1984
-51,-79,5,1254,4029,4032
64,-121,5,1255,-7744,-7744
-103,118,5,1256,-12154,-12160
25,47,5,1257,1175,1184
-77,-116,5,1258,8932,8928
-116,-49,5,1259,5684,5664
65,-56,5,1260,-3640,-3648
121,9,5,1261,1089,1088
87,-107,5,1262,-9309,-9312
-125,-114,5,1263,14250,14272
80,66,5,1264,5280,5280
-48,67,5,1265,-3216,-3200
-115,124,5,1266,-14260,-14240
-28,-82,5,1267,2296,2272
95,34,5,1268,3230,3232
44,80,5,1269,3520,3520
-48,12,5,1270,-576,-576
-119,-43,5,1271,5117,5120
-5,108,5,1272,-540,-544
-66,-28,5,1273,1848,1856
58,121,5,1274,7018,7040
85,-6,5,1275,-510,-512
98,116,5,1276,11368,11392
-52,72,5,1277,-3744,-3744
-108,-103,5,1278,11124,11136
120,84,5,1279,10080,10080
57,-119,6,1280,-6783,-6784
-103,-34,6,1281,3502,3520
-40,-99,6,1282,3960,3968
67,-15,6,1283,-1005,-1024
-60,-27,6,1284,1620,1600
-53,-16,6,1285,848,896
124,1,6,1286,124,128
93,65,6,1287,6045,6016
-21,66,6,1288,-1386,-1344
-92,-39,6,1289,3588,3584
-49,28,6,1290,-1372,-1344
-84,117,6,1291,-9828,-9856
-108,109,6,1292,-11772,-11776
92,116,6,1293,10672,10688
-22,68,6,1294,-1496,-1536
68,-62,6,1295,-4216,-4160
-75,87,6,1296,-6525,-6528
-75,13,6,1297,-975,-960
64,-8,6,1298,-512,-512
114,100,6,1299,11400,11392
-35,67,6,1300,-2345,-2368
-94,119,6,1301,-11186,-11200
-78,76,6,1302,-5928,-5952
24,1,6,1303,24,0
75,127,6,1304,9525,9536
77,-72,6,1305,-5544,-5504
-41,28,6,1306,-1148,-1152
-77,-23,6,1307,1771,1792
-112,-39,6,1308,4368,4352
-97,56,6,1309,-5432,-5440
122,78,6,1310,9516,9472
-75,-8,6,1311,600,640
-31,78,6,1312,-2418,-2432
96,-102,6,1313,-9792,-9792
-66,125,6,1314,-8250,-8256
-45,-21,6,1315,945,896
-81,35,6,1316,-2835,-2880
-17,-104,6,1317,1768,1728
118,101,6,1318,11918,11904
69,89,6,1319,6141,6144
35,-78,6,1320,-2730,-2752
-22,-21,6,1321,462,448
-82,107,6,1322,-8774,-8768
-96,23,6,1323,-2208,-2240
65,5,6,1324,325,320
41,103,6,1325,4223,4224
45,-125,6,1326,-5625,-5632
95,107,6,1327,10165,10176
62,-108,6,1328,-6696,-6720
16,106,6,1329,1696,1728
23,-108,6,1330,-2484,-2496
-110,42,6,1331,-4620,-4608
-107,-31,6,1332,3317,3328
-10,76,6,1333,-760,-768
112,-23,6,1334,-2576,-2624
84,74,6,1335,6216,6208
-55,74,6,1336,-4070,-4096
119,110,6,1337,13090,13056
-86,-109,6,1338,9374,9344
-27,13,6,1339,-351,-384
-93,49,6,1340,-4557,-4544
46,93,6,1341,4278,4288
99,-41,6,1342,-4059,-4096
43,-123,6,1343,-5289,-5248
68,101,6,1344,6868,6848
-128,-83,6,1345,10624,10624
124,55,6,1346,6820,6784
111,-25,6,1347,-2775,-2752
-91,4,6,1348,-364,-320
-40,-22,6,1349,880,896
13,-2,6,1350,-26,0
67,-51,6,1351,-3417,-3456
88,-85,6,1352,-7480,-7424
-99,-126,6,1353,12474,12480
95,108,6,1354,10260,10304
-59,-66,6,1355,3894,3904
98,115,6,1356,11270,11264
102,-14,6,1357,-1428,-1408
-84,-75,6,1358,6300,6336
-128,-3,6,1359,384,384
38,-1,6,1360,-38,-64
-103,-106,6,1361,10918,10880
104,-94,6,1362,-9776,-9792
7,-63,6,1363,-441,-448
-59,-86,6,1364,5074,5120
-47,36,6,1365,-1692,-1664
-58,55,6,1366,-3190,-3200
34,16,6,1367,544,576
-92,101,6,1368,-9292,-9280
-50,25,6,1369,-1250,-1280
-5,-91,6,1370,455,448
47,-65,6,1371,-3055,-3008
-92,71,6,1372,-6532,-6528
31,89,6,1373,2759,2752
121,52,6,1374,6292,6272
89,-40,6,1375,-3560,-3584
112,88,6,1376,9856,9856
-16,72,6,1377,-1152,-1152
-70,19,6,1378,-1330,-1344
9,95,6,1379,855,832
99,-118,6,1380,-11682,-11712
-102,-87,6,1381,8874,8896
25,-127,6,1382,-3175,-3200
-50,-125,6,1383,6250,6272
72,-35,6,1384,-2520,-2496
5,-100,6,1385,-500,-448
-28,100,6,1386,-2800,-2816
-75,-49,6,1387,3675,3712
84,37,6,1388,3108,3072
124,96,6,1389,11904,11904
-112,21,6,1390,-2352,-2368
100,-119,6,1391,-11900,-11904
-77,-115,6,1392,8855,8832
103,-123,6,1393,-12669,-12672
55,-104,6,1394,-5720,-5696
-91,-120,6,1395,10920,10944
120,-72,6,1396,-8640,-8640
72,-37,6,1397,-2664,-2624
32,-19,6,1398,-608,-640
12,6,6,1399,72,64
-112,17,6,1400,-1904,-1920
42,97,6,1401,4074,4032
97,-106,6,1402,-10282,-10304
115,81,6,1403,9315,9280
35,-107,6,1404,-3745,-3776
50,9,6,1405,450,448
81,50,6,1406,4050,4032
104,8,6,1407,832,832
92,-85,6,1408,-7820,-7872
-58,-53,6,1409,3074,3072
75,-38,6,1410,-2850,-2880
-86,106,6,1411,-9116,-9088
45,-46,6,1412,-2070,-2048
-8,28,6,1413,-224,-256
57,-96,6,1414,-5472,-5504
-102,-55,6,1415,5610,5568
-44,-118,6,1416,5192,5184
-103,51,6,1417,-5253,-5248
-36,4,6,1418,-144,-192
121,-82,6,1419,-9922,-9920
-123,15,6,1420,-1845,-1856
95,-112,6,1421,-10640,-10624
-54,-24,6,1422,1296,1280
8,-123,6,1423,-984,-1024
24,8,6,1424,192,192
86,-24,6,1425,-2064,-2048
-25,-127,6,1426,3175,3200
35,-97,6,1427,-3395,-3392
67,102,6,1428,6834,6784
-63,-120,6,1429,7560,7552
30,98,6,1430,2940,2944
93,-13,6,1431,-1209,-1216
-13,0,6,1432,0,0
115,82,6,1433,9430,9408
-48,-64,6,1434,3072,3072
111,-85,6,1435,-9435,-9408
-78,-3,6,1436,234,192
-116,-29,6,1437,3364,3392
77,-73,6,1438,-5621,-5632
53,10,6,1439,530,576
-7,115,6,1440,-805,-832
-74,79,6,1441,-5846,-5824
-87,75,6,1442,-6525,-6528
94,-55,6,1443,-5170,-5184
-30,-87,6,1444,2610,2624
-27,-4,6,1445,108,128
106,-60,6,1446,-6360,-6336
27,62,6,1447,1674,1664
-83,-101,6,1448,8383,8384
-28,-120,6,1449,3360,3392
67,6,6,1450,402,384
8,100,6,1451,800,832
-55,-100,6,1452,5500,5504
65,92,6,1453,5980,5952
-73,35,6,1454,-2555,-2496
111,-124,6,1455,-13764,-13760
-37,17,6,1456,-629,-640
-93,36,6,1457,-3348,-3392
-88,-106,6,1458,9328,9344
-117,122,6,1459,-14274,-14272
-104,-57,6,1460,5928,5952
19,-31,6,1461,-589,-640
36,-68,6,1462,-2448,-2432
126,73,6,1463,9198,9216
-24,19,6,1464,-456,-448
-22,-59,6,1465,1298,1344
-34,122,6,1466,-4148,-4096
-95,-106,6,1467,10070,10048
-125,68,6,1468,-8500,-8448
5,-93,6,1469,-465,-448
-69,-30,6,1470,2070,2112
-3,10,6,1471,-30,0
-85,-59,6,1472,5015,4992
14,31,6,1473,434,448
-16,88,6,1474,-1408,-1408
-86,-74,6,1475,6364,6336
80,-62,6,1476,-4960,-4992
52,93,6,1477,4836,4800
101,-13,6,1478,-1313,-1344
78,30,6,1479,2340,2304
-7,-66,6,1480,462,448
13,34,6,1481,442,448
-12,-28,6,1482,336,320
47,82,6,1483,3854,3840
-51,-100,6,1484,5100,5120
-35,-59,6,1485,2065,2048
-30,106,6,1486,-3180,-3200
85,-110,6,1487,-9350,-9344
-96,89,6,1488,-8544,-8576
-74,-90,6,1489,6660,6656
15,31,6,1490,465,448
6,34,6,1491,204,192
-13,-76,6,1492,988,1024
2,90,6,1493,180,192
-128,120,6,1494,-15360,-15360
126,93,6,1495,11718,11776
-86,10,6,1496,-860,-832
-112,-2,6,1497,224,192
-112,48,6,1498,-5376,-5376
4,42,6,1499,168,128
82,12,6,1500,984,960
98,65,6,1501,6370,6336
-107,86,6,1502,-9202,-9216
118,121,6,1503,14278,14272
-1,68,6,1504,-68,-64
-31,-126,6,1505,3906,3904
-116,20,6,1506,-2320,-2304
52,71,6,1507,3692,3712
17,40,6,1508,680,704
68,-102,6,1509,-6936,-6912
115,-30,6,1510,-3450,-3456
121,73,6,1511,8833,8832
-69,-4,6,1512,276,320
35,95,6,1513,3325,3328
-48,7,6,1514,-336,-320
-80,-66,6,1515,5280,5248
42,-43,6,1516,-1806,-1792
-104,38,6,1517,-3952,-3968
-34,123,6,1518,-4182,-4160
-95,-56,6,1519,5320,5312
-61,-28,6,1520,1708,1728
-103,44,6,1521,-4532,-4480
-11,-72,6,1522,792,768
-104,-92,6,1523,9568,9600
-75,87,6,1524,-6525,-6528
-114,-26,6,1525,2964,2944
78,-103,6,1526,-8034,-8064
-69,112,6,1527,-7728,-7744
127,-105,6,1528,-13335,-13312
-23,92,6,1529,-2116,-2112
117,80,6,1530,9360,9344
101,-55,6,1531,-5555,-5568
43,-20,6,1532,-860,-832
-51,21,6,1533,-1071,-1024
111,76,6,1534,8436,8448
-68,23,6,1535,-1564,-1536
