a,b,K,mode,product_full,product_rounded
32,-64,3,0,-2048,-2048
32,-64,3,1,-2048,-2048
32,-64,4,0,-2048,-2048
32,-64,4,1,-2048,-2048
32,-64,5,0,-2048,-2048
32,-64,5,1,-2048,-2048
32,-64,6,0,-2048,-2048
32,-64,6,1,-2048,-2048
32,-32,0,0,-1024,-1024
32,-32,0,1,-1024,-1024
32,-32,1,0,-1024,-1024
32,-32,1,1,-1024,-1024
32,-32,2,0,-1024,-1024
32,-32,2,1,-1024,-1024
32,-32,3,0,-1024,-1024
32,-32,3,1,-1024,-1024
32,-32,4,0,-1024,-1024
32,-32,4,1,-1024,-1024
32,-32,5,0,-1024,-1024
32,-32,5,1,-1024,-1024
32,-32,6,0,-1024,-1024
32,-32,6,1,-1024,-1024
32,0,0,0,0,0
32,0,0,1,0,0
32,0,1,0,0,0
32,0,1,1,0,0
32,0,2,0,0,0
32,0,2,1,0,0
32,0,3,0,0,0
32,0,3,1,0,0
32,0,4,0,0,0
32,0,4,1,0,0
32,0,5,0,0,0
32,0,5,1,0,0
32,0,6,0,0,0
32,0,6,1,0,0
32,32,0,0,1024,1024
32,32,0,1,1024,1024
32,32,1,0,1024,1024
32,32,1,1,1024,1024
32,32,2,0,1024,1024
32,32,2,1,1024,1024
32,32,3,0,1024,1024
32,32,3,1,1024,1024
32,32,4,0,1024,1024
32,32,4,1,1024,1024
32,32,5,0,1024,1024
32,32,5,1,1024,1024
32,32,6,0,1024,1024
32,32,6,1,1024,1024
32,64,0,0,2048,2048
32,64,0,1,2048,2048
32,64,1,0,2048,2048
32,64,1,1,2048,2048
32,64,2,0,2048,2048
32,64,2,1,2048,2048
32,64,3,0,2048,2048
32,64,3,1,2048,2048
32,64,4,0,2048,2048
32,64,4,1,2048,2048
32,64,5,0,2048,2048
32,64,5,1,2048,2048
32,64,6,0,2048,2048
32,64,6,1,2048,2048
32,96,0,0,3072,3072
32,96,0,1,3072,3072
32,96,1,0,3072,3072
32,96,1,1,3072,3072
32,96,2,0,3072,3072
32,96,2,1,3072,3072
32,96,3,0,3072,3072
32,96,3,1,3072,3072
32,96,4,0,3072,3072
32,96,4,1,3072,3072
32,96,5,0,3072,3072
32,96,5,1,3072,3072
32,96,6,0,3072,3072
32,96,6,1,3072,3072
64,-128,0,0,-8192,-8192
64,-128,0,1,-8192,-8192
64,-128,1,0,-8192,-8192
64,-128,1,1,-8192,-8192
64,-128,2,0,-8192,-8192
64,-128,2,1,-8192,-8192
64,-128,3,0,-8192,-8192
64,-128,3,1,-8192,-8192
64,-128,4,0,-8192,-8192
64,-128,4,1,-8192,-8192
64,-128,5,0,-8192,-8192
64,-128,5,1,-8192,-8192
64,-128,6,0,-8192,-8192
64,-128,6,1,-8192,-8192
64,-96,0,0,-6144,-6144
64,-96,0,1,-6144,-6144
64,-96,1,0,-6144,-6144
64,-96,1,1,-6144,-6144
64,-96,2,0,-6144,-6144
64,-96,2,1,-6144,-6144
64,-96,3,0,-6144,-6144
64,-96,3,1,-6144,-6144
64,-96,4,0,-6144,-6144
64,-96,4,1,-6144,-6144
64,-96,5,0,-6144,-6144
64,-96,5,1,-6144,-6144
64,-96,6,0,-6144,-6144
64,-96,6,1,-6144,-6144
64,-64,0,0,-4096,-4096
64,-64,0,1,-4096,-4096
64,-64,1,0,-4096,-4096
64,-64,1,1,-4096,-4096
64,-64,2,0,-4096,-4096
64,-64,2,1,-4096,-4096
64,-64,3,0,-4096,-4096
64,-64,3,1,-4096,-4096
64,-64,4,0,-4096,-4096
64,-64,4,1,-4096,-4096
64,-64,5,0,-4096,-4096
64,-64,5,1,-4096,-4096
64,-64,6,0,-4096,-4096
64,-64,6,1,-4096,-4096
64,-32,0,0,-2048,-2048
64,-32,0,1,-2048,-2048
64,-32,1,0,-2048,-2048
64,-32,1,1,-2048,-2048
64,-32,2,0,-2048,-2048
64,-32,2,1,-2048,-2048
64,-32,3,0,-2048,-2048
64,-32,3,1,-2048,-2048
64,-32,4,0,-2048,-2048
64,-32,4,1,-2048,-2048
64,-32,5,0,-2048,-2048
64,-32,5,1,-2048,-2048
64,-32,6,0,-2048,-2048
64,-32,6,1,-2048,-2048
64,0,0,0,0,0
64,0,0,1,0,0
64,0,1,0,0,0
64,0,1,1,0,0
64,0,2,0,0,0
64,0,2,1,0,0
64,0,3,0,0,0
64,0,3,1,0,0
64,0,4,0,0,0
64,0,4,1,0,0
64,0,5,0,0,0
64,0,5,1,0,0
64,0,6,0,0,0
64,0,6,1,0,0
64,32,0,0,2048,2048
64,32,0,1,2048,2048
64,32,1,0,2048,2048
64,32,1,1,2048,2048
64,32,2,0,2048,2048
64,32,2,1,2048,2048
64,32,3,0,2048,2048
64,32,3,1,2048,2048
64,32,4,0,2048,2048
64,32,4,1,2048,2048
64,32,5,0,2048,2048
64,32,5,1,2048,2048
64,32,6,0,2048,2048
64,32,6,1,2048,2048
64,64,0,0,4096,4096
64,64,0,1,4096,4096
64,64,1,0,4096,4096
64,64,1,1,4096,4096
64,64,2,0,4096,4096
64,64,2,1,4096,4096
64,64,3,0,4096,4096
64,64,3,1,4096,4096
64,64,4,0,4096,4096
64,64,4,1,4096,4096
64,64,5,0,4096,4096
64,64,5,1,4096,4096
64,64,6,0,4096,4096
64,64,6,1,4096,4096
64,96,0,0,6144,6144
64,96,0,1,6144,6144
64,96,1,0,6144,6144
64,96,1,1,6144,6144
64,96,2,0,6144,6144
64,96,2,1,6144,6144
64,96,3,0,6144,6144
64,96,3,1,6144,6144
64,96,4,0,6144,6144
64,96,4,1,6144,6144
64,96,5,0,6144,6144
64,96,5,1,6144,6144
64,96,6,0,6144,6144
64,96,6,1,6144,6144
96,-128,0,0,-12288,-12288
96,-128,0,1,-12288,-12288
96,-128,1,0,-12288,-12288
96,-128,1,1,-12288,-12288
96,-128,2,0,-12288,-12288
96,-128,2,1,-12288,-12288
96,-128,3,0,-12288,-12288
96,-128,3,1,-12288,-12288
96,-128,4,0,-12288,-12288
96,-128,4,1,-12288,-12288
96,-128,5,0,-12288,-12288
96,-128,5,1,-12288,-12288
96,-128,6,0,-12288,-12288
96,-128,6,1,-12288,-12288
96,-96,0,0,-9216,-9216
96,-96,0,1,-9216,-9216
96,-96,1,0,-9216,-9216
96,-96,1,1,-9216,-9216
96,-96,2,0,-9216,-9216
96,-96,2,1,-9216,-9216
96,-96,3,0,-9216,-9216
96,-96,3,1,-9216,-9216
96,-96,4,0,-9216,-9216
96,-96,4,1,-9216,-9216
96,-96,5,0,-9216,-9216
96,-96,5,1,-9216,-9216
96,-96,6,0,-9216,-9216
96,-96,6,1,-9216,-9216
96,-64,0,0,-6144,-6144
96,-64,0,1,-6144,-6144
96,-64,1,0,-6144,-6144
96,-64,1,1,-6144,-6144
96,-64,2,0,-6144,-6144
96,-64,2,1,-6144,-6144
96,-64,3,0,-6144,-6144
96,-64,3,1,-6144,-6144
96,-64,4,0,-6144,-6144
96,-64,4,1,-6144,-6144
96,-64,5,0,-6144,-6144
96,-64,5,1,-6144,-6144
96,-64,6,0,-6144,-6144
96,-64,6,1,-6144,-6144
96,-32,0,0,-3072,-3072
96,-32,0,1,-3072,-3072
96,-32,1,0,-3072,-3072
96,-32,1,1,-3072,-3072
96,-32,2,0,-3072,-3072
96,-32,2,1,-3072,-3072
96,-32,3,0,-3072,-3072
96,-32,3,1,-3072,-3072
96,-32,4,0,-3072,-3072
96,-32,4,1,-3072,-3072
96,-32,5,0,-3072,-3072
96,-32,5,1,-3072,-3072
96,-32,6,0,-3072,-3072
96,-32,6,1,-3072,-3072
96,0,0,0,0,0
96,0,0,1,0,0
96,0,1,0,0,0
96,0,1,1,0,0
96,0,2,0,0,0
96,0,2,1,0,0
96,0,3,0,0,0
96,0,3,1,0,0
96,0,4,0,0,0
96,0,4,1,0,0
96,0,5,0,0,0
96,0,5,1,0,0
96,0,6,0,0,0
96,0,6,1,0,0
96,32,0,0,3072,3072
96,32,0,1,3072,3072
96,32,1,0,3072,3072
96,32,1,1,3072,3072
96,32,2,0,3072,3072
96,32,2,1,3072,3072
96,32,3,0,3072,3072
96,32,3,1,3072,3072
96,32,4,0,3072,3072
96,32,4,1,3072,3072
96,32,5,0,3072,3072
96,32,5,1,3072,3072
96,32,6,0,3072,3072
96,32,6,1,3072,3072
96,64,0,0,6144,6144
96,64,0,1,6144,6144
96,64,1,0,6144,6144
96,64,1,1,6144,6144
96,64,2,0,6144,6144
96,64,2,1,6144,6144
96,64,3,0,6144,6144
96,64,3,1,6144,6144
96,64,4,0,6144,6144
96,64,4,1,6144,6144
96,64,5,0,6144,6144
96,64,5,1,6144,6144
96,64,6,0,6144,6144
96,64,6,1,6144,6144
96,96,0,0,9216,9216
96,96,0,1,9216,9216
96,96,1,0,9216,9216
96,96,1,1,9216,9216
96,96,2,0,9216,9216
96,96,2,1,9216,9216
96,96,3,0,9216,9216
96,96,3,1,9216,9216
96,96,4,0,9216,9216
96,96,4,1,9216,9216
96,96,5,0,9216,9216
96,96,5,1,9216,9216
96,96,6,0,9216,9216
96,96,6,1,9216,9216
91,-38,0,0,-3458,-3458
91,-38,0,1,-3458,-3458
91,-38,1,0,-3458,-3458
91,-38,1,1,-3458,-3458
91,-38,2,0,-3458,-3460
91,-38,2,1,-3458,-3456
91,-38,3,0,-3458,-3464
91,-38,3,1,-3458,-3456
91,-38,4,0,-3458,-3472
91,-38,4,1,-3458,-3456
91,-38,5,0,-3458,-3488
91,-38,5,1,-3458,-3456
91,-38,6,0,-3458,-3520
91,-38,6,1,-3458,-3456
8,-58,0,0,-464,-464
8,-58,0,1,-464,-464
8,-58,1,0,-464,-464
8,-58,1,1,-464,-464
8,-58,2,0,-464,-464
8,-58,2,1,-464,-464
8,-58,3,0,-464,-464
8,-58,3,1,-464,-464
8,-58,4,0,-464,-464
8,-58,4,1,-464,-464
8,-58,5,0,-464,-480
8,-58,5,1,-464,-448
8,-58,6,0,-464,-512
8,-58,6,1,-464,-448
11,-50,0,0,-550,-550
11,-50,0,1,-550,-550
11,-50,1,0,-550,-550
11,-50,1,1,-550,-550
11,-50,2,0,-550,-552
11,-50,2,1,-550,-548
11,-50,3,0,-550,-552
11,-50,3,1,-550,-552
11,-50,4,0,-550,-560
11,-50,4,1,-550,-544
11,-50,5,0,-550,-576
11,-50,5,1,-550,-544
11,-50,6,0,-550,-576
11,-50,6,1,-550,-576
93,104,0,0,9672,9672
93,104,0,1,9672,9672
93,104,1,0,9672,9672
93,104,1,1,9672,9672
93,104,2,0,9672,9672
93,104,2,1,9672,9672
93,104,3,0,9672,9672
93,104,3,1,9672,9672
93,104,4,0,9672,9664
93,104,4,1,9672,9680
93,104,5,0,9672,9664
93,104,5,1,9672,9664
93,104,6,0,9672,9664
93,104,6,1,9672,9664
-108,-113,0,0,12204,12204
-108,-113,0,1,12204,12204
-108,-113,1,0,12204,12204
-108,-113,1,1,12204,12204
-108,-113,2,0,12204,12204
-108,-113,2,1,12204,12204
-108,-113,3,0,12204,12200
-108,-113,3,1,12204,12208
-108,-113,4,0,12204,12192
-108,-113,4,1,12204,12208
-108,-113,5,0,12204,12192
-108,-113,5,1,12204,12192
-108,-113,6,0,12204,12160
-108,-113,6,1,12204,12224
16,-111,0,0,-1776,-1776
16,-111,0,1,-1776,-1776
16,-111,1,0,-1776,-1776
16,-111,1,1,-1776,-1776
16,-111,2,0,-1776,-1776
16,-111,2,1,-1776,-1776
16,-111,3,0,-1776,-1776
16,-111,3,1,-1776,-1776
16,-111,4,0,-1776,-1776
16,-111,4,1,-1776,-1776
16,-111,5,0,-1776,-1792
16,-111,5,1,-1776,-1760
16,-111,6,0,-1776,-1792
16,-111,6,1,-1776,-1792
59,120,0,0,7080,7080
59,120,0,1,7080,7080
59,120,1,0,7080,7080
59,120,1,1,7080,7080
59,120,2,0,7080,7080
59,120,2,1,7080,7080
59,120,3,0,7080,7080
59,120,3,1,7080,7080
59,120,4,0,7080,7072
59,120,4,1,7080,7088
59,120,5,0,7080,7072
59,120,5,1,7080,7072
59,120,6,0,7080,7040
59,120,6,1,7080,7104
-44,-85,0,0,3740,3740
-44,-85,0,1,3740,3740
-44,-85,1,0,3740,3740
-44,-85,1,1,3740,3740
-44,-85,2,0,3740,3740
-44,-85,2,1,3740,3740
-44,-85,3,0,3740,3736
-44,-85,3,1,3740,3744
-44,-85,4,0,3740,3728
-44,-85,4,1,3740,3744
-44,-85,5,0,3740,3712
-44,-85,5,1,3740,3744
-44,-85,6,0,3740,3712
-44,-85,6,1,3740,3712
53,-67,0,0,-3551,-3551
53,-67,0,1,-3551,-3551
53,-67,1,0,-3551,-3552
53,-67,1,1,-3551,-3550
53,-67,2,0,-3551,-3552
53,-67,2,1,-3551,-3552
53,-67,3,0,-3551,-3552
53,-67,3,1,-3551,-3552
53,-67,4,0,-3551,-3552
53,-67,4,1,-3551,-3552
53,-67,5,0,-3551,-3552
53,-67,5,1,-3551,-3552
53,-67,6,0,-3551,-3584
53,-67,6,1,-3551,-3520
35,-9,0,0,-315,-315
35,-9,0,1,-315,-315
35,-9,1,0,-315,-316
35,-9,1,1,-315,-314
35,-9,2,0,-315,-316
35,-9,2,1,-315,-316
35,-9,3,0,-315,-320
35,-9,3,1,-315,-312
35,-9,4,0,-315,-320
35,-9,4,1,-315,-320
35,-9,5,0,-315,-320
35,-9,5,1,-315,-320
35,-9,6,0,-315,-320
35,-9,6,1,-315,-320
-51,84,0,0,-4284,-4284
-51,84,0,1,-4284,-4284
-51,84,1,0,-4284,-4284
-51,84,1,1,-4284,-4284
-51,84,2,0,-4284,-4284
-51,84,2,1,-4284,-4284
-51,84,3,0,-4284,-4288
-51,84,3,1,-4284,-4280
-51,84,4,0,-4284,-4288
-51,84,4,1,-4284,-4288
-51,84,5,0,-4284,-4288
-51,84,5,1,-4284,-4288
-51,84,6,0,-4284,-4288
-51,84,6,1,-4284,-4288
-1,124,0,0,-124,-124
-1,124,0,1,-124,-124
-1,124,1,0,-124,-124
-1,124,1,1,-124,-124
-1,124,2,0,-124,-124
-1,124,2,1,-124,-124
-1,124,3,0,-124,-128
-1,124,3,1,-124,-120
-1,124,4,0,-124,-128
-1,124,4,1,-124,-128
-1,124,5,0,-124,-128
-1,124,5,1,-124,-128
-1,124,6,0,-124,-128
-1,124,6,1,-124,-128
6,-118,0,0,-708,-708
6,-118,0,1,-708,-708
6,-118,1,0,-708,-708
6,-118,1,1,-708,-708
6,-118,2,0,-708,-708
6,-118,2,1,-708,-708
6,-118,3,0,-708,-712
6,-118,3,1,-708,-704
6,-118,4,0,-708,-720
6,-118,4,1,-708,-704
6,-118,5,0,-708,-736
6,-118,5,1,-708,-704
6,-118,6,0,-708,-768
6,-118,6,1,-708,-704
-101,-54,0,0,5454,5454
-101,-54,0,1,5454,5454
-101,-54,1,0,5454,5454
-101,-54,1,1,5454,5454
-101,-54,2,0,5454,5452
-101,-54,2,1,5454,5456
-101,-54,3,0,5454,5448
-101,-54,3,1,5454,5456
-101,-54,4,0,5454,5440
-101,-54,4,1,5454,5456
-101,-54,5,0,5454,5440
-101,-54,5,1,5454,5440
-101,-54,6,0,5454,5440
-101,-54,6,1,5454,5440
69,81,0,0,5589,5589
69,81,0,1,5589,5589
69,81,1,0,5589,5588
69,81,1,1,5589,5590
69,81,2,0,5589,5588
69,81,2,1,5589,5588
69,81,3,0,5589,5584
69,81,3,1,5589,5592
69,81,4,0,5589,5584
69,81,4,1,5589,5584
69,81,5,0,5589,5568
69,81,5,1,5589,5600
69,81,6,0,5589,5568
69,81,6,1,5589,5568
-90,55,0,0,-4950,-4950
-90,55,0,1,-4950,-4950
-90,55,1,0,-4950,-4950
-90,55,1,1,-4950,-4950
-90,55,2,0,-4950,-4952
-90,55,2,1,-4950,-4948
-90,55,3,0,-4950,-4952
-90,55,3,1,-4950,-4952
-90,55,4,0,-4950,-4960
-90,55,4,1,-4950,-4944
-90,55,5,0,-4950,-4960
-90,55,5,1,-4950,-4960
-90,55,6,0,-4950,-4992
-90,55,6,1,-4950,-4928
-121,111,0,0,-13431,-13431
-121,111,0,1,-13431,-13431
-121,111,1,0,-13431,-13432
-121,111,1,1,-13431,-13430
-121,111,2,0,-13431,-13432
-121,111,2,1,-13431,-13432
-121,111,3,0,-13431,-13432
-121,111,3,1,-13431,-13432
-121,111,4,0,-13431,-13440
-121,111,4,1,-13431,-13424
-121,111,5,0,-13431,-13440
-121,111,5,1,-13431,-13440
-121,111,6,0,-13431,-13440
-121,111,6,1,-13431,-13440
-91,75,0,0,-6825,-6825
-91,75,0,1,-6825,-6825
-91,75,1,0,-6825,-6826
-91,75,1,1,-6825,-6824
-91,75,2,0,-6825,-6828
-91,75,2,1,-6825,-6824
-91,75,3,0,-6825,-6832
-91,75,3,1,-6825,-6824
-91,75,4,0,-6825,-6832
-91,75,4,1,-6825,-6832
-91,75,5,0,-6825,-6848
-91,75,5,1,-6825,-6816
-91,75,6,0,-6825,-6848
-91,75,6,1,-6825,-6848
117,3,0,0,351,351
117,3,0,1,351,351
117,3,1,0,351,350
117,3,1,1,351,352
117,3,2,0,351,348
117,3,2,1,351,352
117,3,3,0,351,344
117,3,3,1,351,352
117,3,4,0,351,336
117,3,4,1,351,352
117,3,5,0,351,320
117,3,5,1,351,352
117,3,6,0,351,320
117,3,6,1,351,320
-26,-42,0,0,1092,1092
-26,-42,0,1,1092,1092
-26,-42,1,0,1092,1092
-26,-42,1,1,1092,1092
-26,-42,2,0,1092,1092
-26,-42,2,1,1092,1092
-26,-42,3,0,1092,1088
-26,-42,3,1,1092,1096
-26,-42,4,0,1092,1088
-26,-42,4,1,1092,1088
-26,-42,5,0,1092,1088
-26,-42,5,1,1092,1088
-26,-42,6,0,1092,1088
-26,-42,6,1,1092,1088
-84,-85,0,0,7140,7140
-84,-85,0,1,7140,7140
-84,-85,1,0,7140,7140
-84,-85,1,1,7140,7140
-84,-85,2,0,7140,7140
-84,-85,2,1,7140,7140
-84,-85,3,0,7140,7136
-84,-85,3,1,7140,7144
-84,-85,4,0,7140,7136
-84,-85,4,1,7140,7136
-84,-85,5,0,7140,7136
-84,-85,5,1,7140,7136
-84,-85,6,0,7140,7104
-84,-85,6,1,7140,7168
-42,25,0,0,-1050,-1050
-42,25,0,1,-1050,-1050
-42,25,1,0,-1050,-1050
-42,25,1,1,-1050,-1050
-42,25,2,0,-1050,-1052
-42,25,2,1,-1050,-1048
-42,25,3,0,-1050,-1056
-42,25,3,1,-1050,-1048
-42,25,4,0,-1050,-1056
-42,25,4,1,-1050,-1056
-42,25,5,0,-1050,-1056
-42,25,5,1,-1050,-1056
-42,25,6,0,-1050,-1088
-42,25,6,1,-1050,-1024
-56,-30,0,0,1680,1680
-56,-30,0,1,1680,1680
-56,-30,1,0,1680,1680
-56,-30,1,1,1680,1680
-56,-30,2,0,1680,1680
-56,-30,2,1,1680,1680
-56,-30,3,0,1680,1680
-56,-30,3,1,1680,1680
-56,-30,4,0,1680,1680
-56,-30,4,1,1680,1680
-56,-30,5,0,1680,1664
-56,-30,5,1,1680,1696
-56,-30,6,0,1680,1664
-56,-30,6,1,1680,1664
101,96,0,0,9696,9696
101,96,0,1,9696,9696
101,96,1,0,9696,9696
101,96,1,1,9696,9696
101,96,2,0,9696,9696
101,96,2,1,9696,9696
101,96,3,0,9696,9696
101,96,3,1,9696,9696
101,96,4,0,9696,9696
101,96,4,1,9696,9696
101,96,5,0,9696,9696
101,96,5,1,9696,9696
101,96,6,0,9696,9664
101,96,6,1,9696,9728
33,-56,0,0,-1848,-1848
33,-56,0,1,-1848,-1848
33,-56,1,0,-1848,-1848
33,-56,1,1,-1848,-1848
33,-56,2,0,-1848,-1848
33,-56,2,1,-1848,-1848
33,-56,3,0,-1848,-1848
33,-56,3,1,-1848,-1848
33,-56,4,0,-1848,-1856
33,-56,4,1,-1848,-1840
33,-56,5,0,-1848,-1856
33,-56,5,1,-1848,-1856
33,-56,6,0,-1848,-1856
33,-56,6,1,-1848,-1856
-48,101,0,0,-4848,-4848
-48,101,0,1,-4848,-4848
-48,101,1,0,-4848,-4848
-48,101,1,1,-4848,-4848
-48,101,2,0,-4848,-4848
-48,101,2,1,-4848,-4848
-48,101,3,0,-4848,-4848
-48,101,3,1,-4848,-4848
-48,101,4,0,-4848,-4848
-48,101,4,1,-4848,-4848
-48,101,5,0,-4848,-4864
-48,101,5,1,-4848,-4832
-48,101,6,0,-4848,-4864
-48,101,6,1,-4848,-4864
63,51,0,0,3213,3213
63,51,0,1,3213,3213
63,51,1,0,3213,3212
63,51,1,1,3213,3214
63,51,2,0,3213,3212
63,51,2,1,3213,3212
63,51,3,0,3213,3208
63,51,3,1,3213,3216
63,51,4,0,3213,3200
63,51,4,1,3213,3216
63,51,5,0,3213,3200
63,51,5,1,3213,3200
63,51,6,0,3213,3200
63,51,6,1,3213,3200
-54,-33,0,0,1782,1782
-54,-33,0,1,1782,1782
-54,-33,1,0,1782,1782
-54,-33,1,1,1782,1782
-54,-33,2,0,1782,1780
-54,-33,2,1,1782,1784
-54,-33,3,0,1782,1776
-54,-33,3,1,1782,1784
-54,-33,4,0,1782,1776
-54,-33,4,1,1782,1776
-54,-33,5,0,1782,1760
-54,-33,5,1,1782,1792
-54,-33,6,0,1782,1728
-54,-33,6,1,1782,1792
109,-42,0,0,-4578,-4578
109,-42,0,1,-4578,-4578
109,-42,1,0,-4578,-4578
109,-42,1,1,-4578,-4578
109,-42,2,0,-4578,-4580
109,-42,2,1,-4578,-4576
109,-42,3,0,-4578,-4584
109,-42,3,1,-4578,-4576
109,-42,4,0,-4578,-4592
109,-42,4,1,-4578,-4576
109,-42,5,0,-4578,-4608
109,-42,5,1,-4578,-4576
109,-42,6,0,-4578,-4608
109,-42,6,1,-4578,-4608
88,-19,0,0,-1672,-1672
88,-19,0,1,-1672,-1672
88,-19,1,0,-1672,-1672
88,-19,1,1,-1672,-1672
88,-19,2,0,-1672,-1672
88,-19,2,1,-1672,-1672
88,-19,3,0,-1672,-1672
88,-19,3,1,-1672,-1672
88,-19,4,0,-1672,-1680
88,-19,4,1,-1672,-1664
88,-19,5,0,-1672,-1696
88,-19,5,1,-1672,-1664
88,-19,6,0,-1672,-1728
88,-19,6,1,-1672,-1664
-95,-90,0,0,8550,8550
-95,-90,0,1,8550,8550
-95,-90,1,0,8550,8550
-95,-90,1,1,8550,8550
-95,-90,2,0,8550,8548
-95,-90,2,1,8550,8552
-95,-90,3,0,8550,8544
-95,-90,3,1,8550,8552
-95,-90,4,0,8550,8544
-95,-90,4,1,8550,8544
-95,-90,5,0,8550,8544
-95,-90,5,1,8550,8544
-95,-90,6,0,8550,8512
-95,-90,6,1,8550,8576
-62,35,0,0,-2170,-2170
-62,35,0,1,-2170,-2170
-62,35,1,0,-2170,-2170
-62,35,1,1,-2170,-2170
-62,35,2,0,-2170,-2172
-62,35,2,1,-2170,-2168
-62,35,3,0,-2170,-2176
-62,35,3,1,-2170,-2168
-62,35,4,0,-2170,-2176
-62,35,4,1,-2170,-2176
-62,35,5,0,-2170,-2176
-62,35,5,1,-2170,-2176
-62,35,6,0,-2170,-2176
-62,35,6,1,-2170,-2176
97,-114,0,0,-11058,-11058
97,-114,0,1,-11058,-11058
97,-114,1,0,-11058,-11058
97,-114,1,1,-11058,-11058
97,-114,2,0,-11058,-11060
97,-114,2,1,-11058,-11056
97,-114,3,0,-11058,-11064
97,-114,3,1,-11058,-11056
97,-114,4,0,-11058,-11072
97,-114,4,1,-11058,-11056
97,-114,5,0,-11058,-11072
97,-114,5,1,-11058,-11072
97,-114,6,0,-11058,-11072
97,-114,6,1,-11058,-11072
-68,-90,0,0,6120,6120
-68,-90,0,1,6120,6120
-68,-90,1,0,6120,6120
-68,-90,1,1,6120,6120
-68,-90,2,0,6120,6120
-68,-90,2,1,6120,6120
-68,-90,3,0,6120,6120
-68,-90,3,1,6120,6120
-68,-90,4,0,6120,6112
-68,-90,4,1,6120,6128
-68,-90,5,0,6120,6112
-68,-90,5,1,6120,6112
-68,-90,6,0,6120,6080
-68,-90,6,1,6120,6144
60,-78,0,0,-4680,-4680
60,-78,0,1,-4680,-4680
60,-78,1,0,-4680,-4680
60,-78,1,1,-4680,-4680
60,-78,2,0,-4680,-4680
60,-78,2,1,-4680,-4680
60,-78,3,0,-4680,-4680
60,-78,3,1,-4680,-4680
60,-78,4,0,-4680,-4688
60,-78,4,1,-4680,-4672
60,-78,5,0,-4680,-4704
60,-78,5,1,-4680,-4672
60,-78,6,0,-4680,-4736
60,-78,6,1,-4680,-4672
4,9,0,0,36,36
4,9,0,1,36,36
4,9,1,0,36,36
4,9,1,1,36,36
4,9,2,0,36,36
4,9,2,1,36,36
4,9,3,0,36,32
4,9,3,1,36,40
4,9,4,0,36,32
4,9,4,1,36,32
4,9,5,0,36,32
4,9,5,1,36,32
4,9,6,0,36,0
4,9,6,1,36,64
79,-38,0,0,-3002,-3002
79,-38,0,1,-3002,-3002
79,-38,1,0,-3002,-3002
79,-38,1,1,-3002,-3002
79,-38,2,0,-3002,-3004
79,-38,2,1,-3002,-3000
79,-38,3,0,-3002,-3008
79,-38,3,1,-3002,-3000
79,-38,4,0,-3002,-3008
79,-38,4,1,-3002,-3008
79,-38,5,0,-3002,-3008
79,-38,5,1,-3002,-3008
79,-38,6,0,-3002,-3008
79,-38,6,1,-3002,-3008
-27,76,0,0,-2052,-2052
-27,76,0,1,-2052,-2052
-27,76,1,0,-2052,-2052
-27,76,1,1,-2052,-2052
-27,76,2,0,-2052,-2052
-27,76,2,1,-2052,-2052
-27,76,3,0,-2052,-2056
-27,76,3,1,-2052,-2048
-27,76,4,0,-2052,-2064
-27,76,4,1,-2052,-2048
-27,76,5,0,-2052,-2080
-27,76,5,1,-2052,-2048
-27,76,6,0,-2052,-2112
-27,76,6,1,-2052,-2048
-110,-37,0,0,4070,4070
-110,-37,0,1,4070,4070
-110,-37,1,0,4070,4070
-110,-37,1,1,4070,4070
-110,-37,2,0,4070,4068
-110,-37,2,1,4070,4072
-110,-37,3,0,4070,4064
-110,-37,3,1,4070,4072
-110,-37,4,0,4070,4064
-110,-37,4,1,4070,4064
-110,-37,5,0,4070,4064
-110,-37,5,1,4070,4064
-110,-37,6,0,4070,4032
-110,-37,6,1,4070,4096
0,78,0,0,0,0
0,78,0,1,0,0
0,78,1,0,0,0
0,78,1,1,0,0
0,78,2,0,0,0
0,78,2,1,0,0
0,78,3,0,0,0
0,78,3,1,0,0
0,78,4,0,0,0
0,78,4,1,0,0
0,78,5,0,0,0
0,78,5,1,0,0
0,78,6,0,0,0
0,78,6,1,0,0
-11,72,0,0,-792,-792
-11,72,0,1,-792,-792
-11,72,1,0,-792,-792
-11,72,1,1,-792,-792
-11,72,2,0,-792,-792
-11,72,2,1,-792,-792
-11,72,3,0,-792,-792
-11,72,3,1,-792,-792
-11,72,4,0,-792,-800
-11,72,4,1,-792,-784
-11,72,5,0,-792,-800
-11,72,5,1,-792,-800
-11,72,6,0,-792,-832
-11,72,6,1,-792,-768
-47,7,0,0,-329,-329
-47,7,0,1,-329,-329
-47,7,1,0,-329,-330
-47,7,1,1,-329,-328
-47,7,2,0,-329,-332
-47,7,2,1,-329,-328
-47,7,3,0,-329,-336
-47,7,3,1,-329,-328
-47,7,4,0,-329,-336
-47,7,4,1,-329,-336
-47,7,5,0,-329,-352
-47,7,5,1,-329,-320
-47,7,6,0,-329,-384
-47,7,6,1,-329,-320
71,52,0,0,3692,3692
71,52,0,1,3692,3692
71,52,1,0,3692,3692
71,52,1,1,3692,3692
71,52,2,0,3692,3692
71,52,2,1,3692,3692
71,52,3,0,3692,3688
71,52,3,1,3692,3696
71,52,4,0,3692,3680
71,52,4,1,3692,3696
71,52,5,0,3692,3680
71,52,5,1,3692,3680
71,52,6,0,3692,3648
